"id","dominio","prefixo","metodo","rota","operacao","handler","protecao","linha_app_go"
"327","WhatsApp","whatsapp","POST","/v1/whatsapp/sessions/{id}/labels/assign","AssignLabel","whatsappHandler.AssignLabel","Organização + permissão WhatsAppOperate","627"
"328","WhatsApp","whatsapp","GET","/v1/whatsapp/sessions/{id}/groups","ListGroups","whatsappHandler.ListGroups","Organização + permissão WhatsAppView","628"
"329","WhatsApp","whatsapp","POST","/v1/whatsapp/sessions/{id}/groups/sync","SyncGroups","whatsappHandler.SyncGroups","Organização + permissão WhatsAppOperate","629"
"330","WhatsApp","whatsapp","POST","/v1/whatsapp/sessions/{id}/groups/info","GroupInfo","whatsappHandler.GroupInfo","Organização + permissão WhatsAppOperate","630"
"331","WhatsApp","whatsapp","POST","/v1/whatsapp/sessions/{id}/groups/invite-link","GroupInviteLink","whatsappHandler.GroupInviteLink","Organização + permissão WhatsAppOperate","631"
"332","WhatsApp","whatsapp","POST","/v1/whatsapp/sessions/{id}/groups/update","UpdateGroup","whatsappHandler.UpdateGroup","Organização + permissão WhatsAppOperate","632"
"333","WhatsApp","whatsapp","POST","/v1/whatsapp/sessions/{id}/contacts/check","CheckNumbers","whatsappHandler.CheckNumbers","Organização + permissão WhatsAppOperate","633"
"334","WhatsApp","whatsapp","POST","/v1/whatsapp/sessions/{id}/contacts/avatar","FetchAvatar","whatsappHandler.FetchAvatar","Organização + permissão WhatsAppOperate","634"
"335","WhatsApp","whatsapp","POST","/v1/whatsapp/sessions/{id}/contacts/sync","SyncContactsAvatars","whatsappHandler.SyncContactsAvatars","Organização + permissão WhatsAppOperate","635"
"336","WhatsApp","whatsapp","POST","/v1/whatsapp/sessions/{id}/history-sync","HistorySync","whatsappHandler.HistorySync","Organização + permissão WhatsAppOperate","636"
"337","WhatsApp","whatsapp","POST","/v1/whatsapp/provider-action","ProviderAction","whatsappHandler.ProviderAction","Organização + permissão WhatsAppManage","637"
"338","WhatsApp","whatsapp","GET","/v1/whatsapp/conversations","ListConversations","whatsappHandler.ListConversations","Organização + permissão WhatsAppView","638"
"339","WhatsApp","whatsapp","POST","/v1/whatsapp/conversations/start","StartConversation","whatsappHandler.StartConversation","Organização + permissão WhatsAppOperate","639"
"340","WhatsApp","whatsapp","GET","/v1/whatsapp/conversations/find","FindConversation","whatsappHandler.FindConversation","Organização + permissão WhatsAppView","640"
"341","WhatsApp","whatsapp","GET","/v1/whatsapp/history","HistoryAccess","whatsappHandler.HistoryAccess","Organização + permissão WhatsAppView","641"
"342","WhatsApp","whatsapp","GET","/v1/whatsapp/conversations/{id}","ShowConversation","whatsappHandler.ShowConversation","Organização + permissão WhatsAppView","642"
"343","WhatsApp","whatsapp","GET","/v1/whatsapp/conversations/{id}/messages","ListMessages","whatsappHandler.ListMessages","Organização + permissão WhatsAppView","643"
"344","WhatsApp","whatsapp","POST","/v1/whatsapp/conversations/{id}/send-message","SendMessage","whatsappHandler.SendMessage","Organização + permissão WhatsAppOperate","644"
"345","WhatsApp","whatsapp","POST","/v1/whatsapp/conversations/{id}/messages/{messageId}/reaction","ReactToMessage","whatsappHandler.ReactToMessage","Organização + permissão WhatsAppOperate","645"
"346","WhatsApp","whatsapp","POST","/v1/whatsapp/conversations/{id}/mark-read","MarkConversationAsRead","whatsappHandler.MarkConversationAsRead","Organização + permissão WhatsAppOperate","646"
"347","WhatsApp","whatsapp","POST","/v1/whatsapp/conversations/{id}/mark-seen","MarkAsSeenOnWhatsApp","whatsappHandler.MarkAsSeenOnWhatsApp","Organização + permissão WhatsAppOperate","647"
"348","WhatsApp","whatsapp","POST","/v1/whatsapp/conversations/{id}/archive","ArchiveConversation","whatsappHandler.ArchiveConversation","Organização + permissão WhatsAppOperate","648"
"349","WhatsApp","whatsapp","DELETE","/v1/whatsapp/conversations/{id}","DeleteConversation","whatsappHandler.DeleteConversation","Organização + permissão WhatsAppOperate","649"
"350","WhatsApp","whatsapp","POST","/v1/whatsapp/conversations/{id}/link-lead","LinkConversationToLead","whatsappHandler.LinkConversationToLead","Organização + permissão WhatsAppOperate","650"
"351","WhatsApp","whatsapp","GET","/v1/whatsapp/conversations/{id}/labels","ListChatLabels","whatsappHandler.ListChatLabels","Organização + permissão WhatsAppView","651"
"352","WhatsApp","whatsapp","POST","/v1/whatsapp/messages/{id}/retry-media","RetryMediaDownload","whatsappHandler.RetryMediaDownload","Organização + permissão WhatsAppOperate","652"
"353","Enriquecimento de leads","lead-enrichments","GET","/v1/lead-enrichments","ListEnrichments","leadsHandler.ListEnrichments","Organização ativa","653"
"354","Quadro do pipeline","pipeline-board","GET","/v1/pipeline-board","ShowPipelineBoard","leadsHandler.ShowPipelineBoard","Organização ativa","654"
"355","Leads por etapa","pipeline-stage-leads","GET","/v1/pipeline-stage-leads","ListPipelineStageLeads","leadsHandler.ListPipelineStageLeads","Organização ativa","655"
"356","Contagem por etapa","pipeline-stage-counts","GET","/v1/pipeline-stage-counts","ListPipelineStageCounts","leadsHandler.ListPipelineStageCounts","Organização ativa","656"
"357","Filtros de metadados de leads","lead-meta-filters","GET","/v1/lead-meta-filters","ListLeadMetaFilters","leadsHandler.ListLeadMetaFilters","Organização ativa","657"
"358","Visibilidade de leads","lead-visibility","GET","/v1/lead-visibility","ShowLeadVisibility","leadsHandler.ShowLeadVisibility","Organização ativa","658"
"359","Contatos","contacts","GET","/v1/contacts","ListContacts","leadsHandler.ListContacts","Organização ativa","659"
"360","Tags","tags","GET","/v1/tags","ListTags","leadsHandler.ListTags","Organização ativa","660"
"361","Tags","tags","POST","/v1/tags","CreateTag","leadsHandler.CreateTag","Organização + permissão TagManage","661"
"362","Tags","tags","PATCH","/v1/tags/{id}","UpdateTag","leadsHandler.UpdateTag","Organização + permissão TagManage","662"
"363","Tags","tags","DELETE","/v1/tags/{id}","DeleteTag","leadsHandler.DeleteTag","Organização + permissão TagManage","663"
"364","Atividades","activities","GET","/v1/activities","ListActivities","leadsHandler.ListActivities","Organização ativa","664"
"365","Atividades","activities","POST","/v1/activities","CreateActivity","leadsHandler.CreateActivity","Organização + permissão LeadOperate","665"
"366","Metadados de leads","lead-meta","GET","/v1/lead-meta","ShowLeadMeta","leadsHandler.ShowLeadMeta","Organização ativa","666"
"367","Anexos de leads","lead-attachments","GET","/v1/lead-attachments","ListLeadAttachments","leadsHandler.ListLeadAttachments","Organização ativa","667"
"368","Anexos de leads","lead-attachments","POST","/v1/lead-attachments","CreateLeadAttachment","leadsHandler.CreateLeadAttachment","Organização + permissão LeadOperate","668"
"369","Analytics de leads","lead-analytics","GET","/v1/lead-analytics/first-response-metrics","ShowFirstResponseMetrics","leadsHandler.ShowFirstResponseMetrics","Organização ativa","669"
"370","Analytics de leads","lead-analytics","GET","/v1/lead-analytics/first-response-ranking","ListFirstResponseRanking","leadsHandler.ListFirstResponseRanking","Organização ativa","670"
"371","Tarefas de leads","lead-tasks","GET","/v1/lead-tasks","ListLeadTasks","leadsHandler.ListLeadTasks","Organização ativa","671"
"372","Tarefas de leads","lead-tasks","POST","/v1/lead-tasks","CreateLeadTask","leadsHandler.CreateLeadTask","Organização + permissão LeadOperate","672"
"373","Tarefas de leads","lead-tasks","PATCH","/v1/lead-tasks/{id}","PatchLeadTask","leadsHandler.PatchLeadTask","Organização + permissão LeadOperate","673"
"374","Tarefas de leads","lead-tasks","POST","/v1/lead-tasks/complete-cadence","CompleteCadenceTask","leadsHandler.CompleteCadenceTask","Organização + permissão LeadOperate","674"
"375","Notificações","notifications","GET","/v1/notifications","ListNotifications","leadsHandler.ListNotifications","Organização ativa","675"
"376","Notificações","notifications","POST","/v1/notifications","CreateNotification","leadsHandler.CreateNotification","Organização ativa","676"
"377","Notificações","notifications","POST","/v1/notifications/dispatch","DispatchNotification","leadsHandler.DispatchNotification","Organização ativa","677"
"378","Notificações","notifications","GET","/v1/notifications/unread-count","CountUnreadNotifications","leadsHandler.CountUnreadNotifications","Organização ativa","678"
"379","Notificações","notifications","POST","/v1/notifications/{id}/read","MarkNotificationRead","leadsHandler.MarkNotificationRead","Organização ativa","679"
"380","Notificações","notifications","POST","/v1/notifications/read-all","MarkAllNotificationsRead","leadsHandler.MarkAllNotificationsRead","Organização ativa","680"
"381","Leads","leads","GET","/v1/leads","List","leadsHandler.List","Organização ativa","681"
"382","Leads","leads","POST","/v1/leads","Create","leadsHandler.Create","Organização + permissão LeadCreate","682"
"383","Leads","leads","GET","/v1/leads/{id}/timeline","ListLeadTimeline","leadsHandler.ListLeadTimeline","Organização ativa","683"
"384","Leads","leads","GET","/v1/leads/{id}/journey","ListLeadJourney","leadsHandler.ListLeadJourney","Organização ativa","684"
"385","Leads","leads","GET","/v1/leads/{id}/history-raw","ShowLeadHistoryRaw","leadsHandler.ShowLeadHistoryRaw","Organização ativa","685"
"386","Leads","leads","GET","/v1/leads/{id}/conversation-detail","ShowConversationDetail","leadsHandler.ShowConversationDetail","Organização ativa","686"
"387","Leads","leads","GET","/v1/leads/{id}/sensitive-profile","ShowSensitiveProfile","leadsHandler.ShowSensitiveProfile","Organização + permissão LeadOperate","687"
"388","Leads","leads","GET","/v1/leads/{id}","Show","leadsHandler.Show","Organização ativa","688"
"389","Leads","leads","PATCH","/v1/leads/{id}","Update","leadsHandler.Update","Organização + permissão LeadOperate","689"
"390","Leads","leads","DELETE","/v1/leads/{id}","Delete","leadsHandler.Delete","Organização + permissão LeadDelete","690"
"391","Leads","leads","POST","/v1/leads/{id}/attachments","UploadLeadAttachment","leadsHandler.UploadLeadAttachment","Organização + permissão LeadOperate","691"
"392","Leads","leads","POST","/v1/leads/{id}/first-response","RecordFirstResponse","leadsHandler.RecordFirstResponse","Organização + permissão LeadOperate","692"
"393","Leads","leads","POST","/v1/leads/{id}/move-stage","MoveStage","leadsHandler.MoveStage","Organização + permissão LeadOperate","693"
"394","Leads","leads","POST","/v1/leads/{id}/assign","Assign","leadsHandler.Assign","Organização + permissão LeadOperate","694"
"395","Leads","leads","POST","/v1/leads/{id}/redistribute","RedistributeRoundRobin","leadsHandler.RedistributeRoundRobin","Organização + permissão LeadOperate","695"
"396","Leads","leads","POST","/v1/leads/{id}/tags","AddTag","leadsHandler.AddTag","Organização + permissão LeadOperate","696"
"397","Leads","leads","DELETE","/v1/leads/{id}/tags/{tagId}","RemoveTag","leadsHandler.RemoveTag","Organização + permissão LeadOperate","697"
"398","Imóveis","properties","GET","/v1/properties","List","propertiesHandler.List","Módulo properties + permissão PropertyView","698"
"399","Imóveis","properties","GET","/v1/properties/stats","Stats","propertiesHandler.Stats","Módulo properties + permissão PropertyView","699"
"400","Imóveis","properties","POST","/v1/properties","Create","propertiesHandler.Create","Módulo properties + permissão PropertyManage","700"
"401","Imóveis","properties","GET","/v1/properties/{id}","Show","propertiesHandler.Show","Módulo properties + permissão PropertyView","701"
"402","Imóveis","properties","GET","/v1/properties/{id}/history","History","propertiesHandler.History","Módulo properties + permissão PropertyView","702"
"403","Imóveis","properties","PATCH","/v1/properties/{id}","Update","propertiesHandler.Update","Módulo properties + permissão PropertyManage","703"
"404","Imóveis","properties","DELETE","/v1/properties/{id}","Delete","propertiesHandler.Delete","Módulo properties + permissão PropertyManage","704"
"405","Imagens dos imóveis","property-images","POST","/v1/property-images","UploadImage","propertiesHandler.UploadImage","Módulo properties + permissão PropertyManage","705"
"406","Captadores de imóveis","property-captors","GET","/v1/property-captors/{id}","ShowPropertyCaptor","propertiesHandler.ShowPropertyCaptor","Módulo properties + permissão PropertyView","706"
"407","Informações públicas do imóvel","property-site-info","GET","/v1/property-site-info","ShowPropertySiteInfo","propertiesHandler.ShowPropertySiteInfo","Módulo properties + permissão PropertyView","707"
"408","Resumos dos imóveis","property-summaries","GET","/v1/property-summaries","ListPropertySummaries","propertiesHandler.ListPropertySummaries","Módulo properties + permissão PropertyView","708"
"409","Organizações dos usuários","user-organizations","GET","/v1/user-organizations","ListUserOrganizations","usersHandler.ListUserOrganizations","Usuário autenticado","709"
"410","Usuários","users","GET","/v1/users","ListOrganizationUsers","usersHandler.ListOrganizationUsers","Organização ativa","710"
"411","Usuários","users","POST","/v1/users","CreateOrganizationUser","usersHandler.CreateOrganizationUser","Organização + permissão UsersManage","711"
"412","Usuários","users","PATCH","/v1/users/{id}","UpdateOrganizationUser","usersHandler.UpdateOrganizationUser","Organização + permissão UsersManage","712"
"413","Usuários","users","GET","/v1/users/{id}/delete-impact","GetDeleteUserImpact","usersHandler.GetDeleteUserImpact","Organização + permissão UsersManage","713"
"414","Usuários","users","DELETE","/v1/users/{id}","DeleteOrganizationUser","usersHandler.DeleteOrganizationUser","Organização + permissão UsersManage","714"
"415","Resumos dos usuários","user-summaries","GET","/v1/user-summaries","ListSummaries","usersHandler.ListSummaries","Organização ativa","715"
"416","Equipes","teams","GET","/v1/teams","List","teamsHandler.List","Organização + permissão TeamView","716"
"417","Equipes","teams","POST","/v1/teams","Create","teamsHandler.Create","Organização + permissão TeamManage","717"
"418","Equipes","teams","PATCH","/v1/teams/{id}","Update","teamsHandler.Update","Organização + permissão TeamManage","718"
"419","Equipes","teams","DELETE","/v1/teams/{id}","Delete","teamsHandler.Delete","Organização + permissão TeamManage","719"
"420","Equipes","teams","PATCH","/v1/teams/{id}/status","UpdateStatus","teamsHandler.UpdateStatus","Organização + permissão TeamManage","720"
"421","Equipes","teams","POST","/v1/teams/logo","UploadLogo","teamsHandler.UploadLogo","Organização + permissão TeamManage","721"
"422","Pipelines das equipes","team-pipelines","GET","/v1/team-pipelines","ListTeamPipelines","teamsHandler.ListTeamPipelines","Organização + permissão TeamView","722"
"423","Pipelines das equipes","team-pipelines","POST","/v1/team-pipelines","AssignPipelineToTeam","teamsHandler.AssignPipelineToTeam","Organização + permissão TeamManage","723"
"424","Pipelines das equipes","team-pipelines","DELETE","/v1/team-pipelines","RemovePipelineFromTeam","teamsHandler.RemovePipelineFromTeam","Organização + permissão TeamManage","724"
"425","Membros de equipe","team-members","PATCH","/v1/team-members/leader","SetTeamLeader","teamsHandler.SetTeamLeader","Organização + permissão TeamManage","725"
"426","Disponibilidade dos membros","member-availability","GET","/v1/member-availability","ListMemberAvailability","teamsHandler.ListMemberAvailability","Organização ativa","726"
"427","Disponibilidade dos membros","member-availability","PATCH","/v1/member-availability","UpsertAvailability","teamsHandler.UpsertAvailability","Organização ativa","727"
"428","Membros de equipe","team-members","GET","/v1/team-members/{id}/availability","ListTeamMemberAvailability","teamsHandler.ListTeamMemberAvailability","Organização ativa","728"
"429","Membros de equipe","team-members","PUT","/v1/team-members/{id}/availability","ReplaceAvailability","teamsHandler.ReplaceAvailability","Organização ativa","729"
"430","Tipos de imóveis","property-types","GET","/v1/property-types","ListPropertyTypes","propertiesHandler.ListPropertyTypes","Módulo properties + permissão PropertyView","730"
"431","Tipos de imóveis","property-types","POST","/v1/property-types","CreatePropertyType","propertiesHandler.CreatePropertyType","Módulo properties + permissão PropertyManage","731"
"432","Características dos imóveis","property-features","GET","/v1/property-features","ListPropertyFeatures","propertiesHandler.ListPropertyFeatures","Módulo properties + permissão PropertyView","732"
"433","Características dos imóveis","property-features","POST","/v1/property-features","CreatePropertyFeature","propertiesHandler.CreatePropertyFeature","Módulo properties + permissão PropertyManage","733"
"434","Características dos imóveis","property-features","POST","/v1/property-features/seed-defaults","SeedPropertyFeatures","propertiesHandler.SeedPropertyFeatures","Módulo properties + permissão PropertyManage","734"
"435","Proximidades dos imóveis","property-proximities","GET","/v1/property-proximities","ListPropertyProximities","propertiesHandler.ListPropertyProximities","Módulo properties + permissão PropertyView","735"
"436","Proximidades dos imóveis","property-proximities","POST","/v1/property-proximities","CreatePropertyProximity","propertiesHandler.CreatePropertyProximity","Módulo properties + permissão PropertyManage","736"
"437","Proximidades dos imóveis","property-proximities","POST","/v1/property-proximities/seed-defaults","SeedPropertyProximities","propertiesHandler.SeedPropertyProximities","Módulo properties + permissão PropertyManage","737"
"438","Cidades dos imóveis","property-cities","GET","/v1/property-cities","ListCities","propertiesHandler.ListCities","Módulo properties + permissão PropertyView","738"
"439","Cidades dos imóveis","property-cities","POST","/v1/property-cities","CreateCity","propertiesHandler.CreateCity","Módulo properties + permissão PropertyManage","739"
"440","Cidades dos imóveis","property-cities","DELETE","/v1/property-cities/{id}","DeleteCity","propertiesHandler.DeleteCity","Módulo properties + permissão PropertyManage","740"
"441","Bairros dos imóveis","property-neighborhoods","GET","/v1/property-neighborhoods","ListNeighborhoods","propertiesHandler.ListNeighborhoods","Módulo properties + permissão PropertyView","741"
"442","Bairros dos imóveis","property-neighborhoods","POST","/v1/property-neighborhoods","CreateNeighborhood","propertiesHandler.CreateNeighborhood","Módulo properties + permissão PropertyManage","742"
"443","Bairros dos imóveis","property-neighborhoods","DELETE","/v1/property-neighborhoods/{id}","DeleteNeighborhood","propertiesHandler.DeleteNeighborhood","Módulo properties + permissão PropertyManage","743"
"444","Condomínios dos imóveis","property-condominiums","GET","/v1/property-condominiums","ListCondominiums","propertiesHandler.ListCondominiums","Módulo properties + permissão PropertyView","744"
"445","Condomínios dos imóveis","property-condominiums","POST","/v1/property-condominiums","CreateCondominium","propertiesHandler.CreateCondominium","Módulo properties + permissão PropertyManage","745"
"446","Condomínios dos imóveis","property-condominiums","DELETE","/v1/property-condominiums/{id}","DeleteCondominium","propertiesHandler.DeleteCondominium","Módulo properties + permissão PropertyManage","746"
"447","Proprietários dos imóveis","property-owners","GET","/v1/property-owners","ListOwners","propertiesHandler.ListOwners","Módulo properties + permissão PropertyView","747"
"448","Proprietários dos imóveis","property-owners","POST","/v1/property-owners","CreateOwner","propertiesHandler.CreateOwner","Módulo properties + permissão PropertyManage","748"
"449","Proprietários dos imóveis","property-owners","PATCH","/v1/property-owners/{id}","UpdateOwner","propertiesHandler.UpdateOwner","Módulo properties + permissão PropertyManage","749"
"450","Pipelines","pipelines","GET","/v1/pipelines","List","pipelinesHandler.List","Organização ativa","750"
"451","Pipelines","pipelines","POST","/v1/pipelines","Create","pipelinesHandler.Create","Organização + permissão PipelineManage","751"
"452","Pipelines","pipelines","PATCH","/v1/pipelines/{id}","Update","pipelinesHandler.Update","Organização + permissão PipelineManage","752"
"453","Pipelines","pipelines","DELETE","/v1/pipelines/{id}","Delete","pipelinesHandler.Delete","Organização + permissão PipelineManage","753"
"454","Etapas","stages","GET","/v1/stages","ListStages","pipelinesHandler.ListStages","Organização ativa","754"
"455","Pipelines","pipelines","POST","/v1/pipelines/{id}/stages","CreateStage","pipelinesHandler.CreateStage","Organização + permissão PipelineManage","755"
"456","Pipelines","pipelines","POST","/v1/pipelines/{id}/stages/reorder","ReorderStages","pipelinesHandler.ReorderStages","Organização + permissão PipelineManage","756"
"457","Pipelines","pipelines","POST","/v1/pipelines/{id}/round-robin","SetDefaultRoundRobin","pipelinesHandler.SetDefaultRoundRobin","Organização + permissão PipelineManage","757"
"458","Etapas","stages","PATCH","/v1/stages/{id}","UpdateStage","pipelinesHandler.UpdateStage","Organização + permissão PipelineManage","758"
"459","Etapas","stages","DELETE","/v1/stages/{id}","DeleteStage","pipelinesHandler.DeleteStage","Organização + permissão PipelineManage","759"
"460","Filas de distribuição","round-robins","GET","/v1/round-robins","List","roundRobinHandler.List","Organização + permissão DistributionManage","760"
"461","Filas de distribuição","round-robins","POST","/v1/round-robins","Create","roundRobinHandler.Create","Organização + permissão DistributionManage","761"
"462","Filas de distribuição","round-robins","PATCH","/v1/round-robins/{id}","Update","roundRobinHandler.Update","Organização + permissão DistributionManage","762"
"463","Filas de distribuição","round-robins","DELETE","/v1/round-robins/{id}","Delete","roundRobinHandler.Delete","Organização + permissão DistributionManage","763"
"464","Filas de distribuição","round-robins","GET","/v1/round-robins/{id}/rules","ListRules","roundRobinHandler.ListRules","Organização + permissão DistributionManage","764"
"465","Filas de distribuição","round-robins","POST","/v1/round-robins/{id}/rules","CreateRule","roundRobinHandler.CreateRule","Organização + permissão DistributionManage","765"
"466","Regras de distribuição","round-robin-rules","GET","/v1/round-robin-rules","ListRules","roundRobinHandler.ListRules","Organização + permissão DistributionManage","766"
"467","Regras de distribuição","round-robin-rules","POST","/v1/round-robin-rules","CreateRule","roundRobinHandler.CreateRule","Organização + permissão DistributionManage","767"
"468","Regras de distribuição","round-robin-rules","PATCH","/v1/round-robin-rules/{id}","UpdateRule","roundRobinHandler.UpdateRule","Organização + permissão DistributionManage","768"
"469","Regras de distribuição","round-robin-rules","DELETE","/v1/round-robin-rules/{id}","DeleteRule","roundRobinHandler.DeleteRule","Organização + permissão DistributionManage","769"
"470","Filas de distribuição","round-robins","POST","/v1/round-robins/{id}/members","AddMember","roundRobinHandler.AddMember","Organização + permissão DistributionManage","770"
"471","Membros da distribuição","round-robin-members","PATCH","/v1/round-robin-members/{id}","UpdateMember","roundRobinHandler.UpdateMember","Organização + permissão DistributionManage","771"
"472","Membros da distribuição","round-robin-members","DELETE","/v1/round-robin-members/{id}","DeleteMember","roundRobinHandler.DeleteMember","Organização + permissão DistributionManage","772"
